,선수,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연도,포지션,생일
360,김태완,2.54,116,473,370,62,98,13,0,15,156,62,7,6,86,13.0,3.0,99.0,9.0,0.0,2.0,0.265,0.418,0.42200000000000004,0.84,0.39,132.2,2.54,2010,DH,1984-01-27
361,이종욱,2.54,134,517,453,73,138,24,4,5,185,57,15,3,54,1.0,0.0,73.0,11.0,4.0,5.0,0.305,0.376,0.408,0.785,0.361,104.1,2.54,2016,CF,1980-06-18
362,손시헌,2.53,92,351,298,39,84,10,1,4,108,28,2,1,37,9.0,0.0,44.0,9.0,7.0,0.0,0.282,0.37799999999999995,0.36200000000000004,0.74,0.35100000000000003,110.5,2.53,2011,SS,1980-10-19
363,최주환,2.53,129,452,399,65,120,16,6,7,169,57,3,2,38,9.0,1.0,58.0,10.0,1.0,5.0,0.301,0.37,0.424,0.794,0.35700000000000004,108.7,2.53,2017,2B,1988-02-28
364,나성범,2.53,104,458,404,55,98,18,5,14,168,64,12,2,33,15.0,3.0,95.0,7.0,0.0,6.0,0.243,0.319,0.41600000000000004,0.735,0.336,96.2,2.53,2013,CF,1989-10-03
365,로하스,2.53,83,367,336,52,101,27,3,18,188,56,5,8,23,5.0,0.0,81.0,6.0,0.0,3.0,0.301,0.35200000000000004,0.56,0.9109999999999999,0.38799999999999996,124.7,2.53,2017,CF,1990-05-24
366,박경수,2.51,135,528,458,65,120,21,0,25,216,74,4,1,58,9.0,2.0,129.0,16.0,0.0,3.0,0.262,0.354,0.47200000000000003,0.826,0.35700000000000004,104.0,2.51,2018,2B,1984-03-31
367,장성호,2.5,130,501,429,57,113,28,0,9,168,52,2,3,67,2.0,1.0,63.0,11.0,1.0,2.0,0.263,0.364,0.392,0.7559999999999999,0.358,123.2,2.5,2012,1B,1977-10-18
368,이창진,2.5,133,470,400,57,108,25,1,6,153,48,8,8,57,4.0,0.0,92.0,8.0,4.0,5.0,0.27,0.363,0.38299999999999995,0.745,0.34700000000000003,108.8,2.5,2019,CF,1991-03-04
369,김문호,2.47,140,599,526,77,171,28,3,7,226,70,12,15,62,6.0,1.0,70.0,15.0,3.0,2.0,0.325,0.401,0.43,0.831,0.384,117.0,2.47,2016,LF,1987-06-22
370,정의윤,2.46,91,297,259,38,83,14,0,14,139,51,5,0,26,9.0,0.0,46.0,6.0,0.0,3.0,0.32,0.397,0.537,0.934,0.41100000000000003,145.6,2.46,2015,DH,1986-07-25
371,이택근,2.46,105,401,347,61,113,16,1,10,161,44,11,6,44,3.0,4.0,53.0,8.0,3.0,4.0,0.326,0.402,0.46399999999999997,0.866,0.386,122.6,2.46,2015,CF,1980-07-10
372,이성열,2.45,129,476,414,60,106,21,1,21,192,85,8,4,48,9.0,1.0,114.0,7.0,1.0,4.0,0.256,0.34299999999999997,0.46399999999999997,0.807,0.364,124.7,2.45,2019,RF,1984-07-13
373,이명기,2.45,139,547,484,62,142,17,3,2,171,35,14,4,48,4.0,2.0,66.0,12.0,7.0,4.0,0.293,0.359,0.353,0.713,0.332,98.5,2.45,2019,RF,1987-12-26
375,최준석,2.44,121,460,371,54,106,13,0,23,188,90,1,0,81,2.0,3.0,88.0,14.0,0.0,6.0,0.28600000000000003,0.41100000000000003,0.507,0.9179999999999999,0.405,128.0,2.44,2014,DH,1983-02-15
376,허경민,2.44,133,540,475,71,137,25,1,4,176,60,11,5,34,17.0,2.0,36.0,16.0,3.0,11.0,0.28800000000000003,0.35,0.371,0.721,0.33399999999999996,102.4,2.44,2019,3B,1990-08-26
377,김민성,2.44,118,489,445,60,135,24,0,16,207,71,1,1,31,8.0,1.0,62.0,15.0,2.0,3.0,0.303,0.35700000000000004,0.465,0.823,0.365,108.2,2.44,2015,3B,1988-12-17
378,손시헌,2.42,128,499,433,51,118,19,1,8,163,62,0,2,46,7.0,2.0,64.0,12.0,10.0,3.0,0.273,0.35,0.376,0.726,0.331,93.0,2.42,2010,SS,1980-10-19
379,배영섭,2.42,122,479,412,64,101,15,2,2,126,34,27,6,48,9.0,0.0,69.0,4.0,7.0,3.0,0.245,0.335,0.306,0.6409999999999999,0.308,88.8,2.42,2012,CF,1986-06-27
380,권희동,2.42,141,554,472,72,135,20,2,19,216,86,3,3,51,17.0,1.0,90.0,12.0,7.0,7.0,0.28600000000000003,0.371,0.45799999999999996,0.8290000000000001,0.363,110.9,2.42,2017,LF,1990-12-30
381,이승엽,2.42,127,548,506,83,156,30,0,32,282,101,5,1,40,0.0,3.0,77.0,10.0,0.0,2.0,0.308,0.358,0.557,0.915,0.39299999999999996,118.3,2.42,2014,DH,1976-08-18
382,이명기,2.41,137,582,521,88,164,30,2,3,207,35,22,10,35,11.0,0.0,86.0,7.0,11.0,4.0,0.315,0.368,0.397,0.765,0.34700000000000003,102.3,2.41,2015,LF,1987-12-26
383,이범호,2.41,105,406,350,47,94,23,0,19,174,82,2,2,41,11.0,1.0,89.0,9.0,0.0,4.0,0.26899999999999996,0.36,0.49700000000000005,0.857,0.375,111.8,2.41,2014,3B,1981-11-25
384,이천웅,2.41,112,405,359,61,122,22,3,2,156,39,10,10,39,3.0,2.0,48.0,11.0,2.0,2.0,0.34,0.40700000000000003,0.435,0.8420000000000001,0.377,119.7,2.41,2018,LF,1988-10-20
385,이호준,2.4,126,508,442,46,123,25,1,20,210,87,2,3,60,1.0,3.0,109.0,8.0,0.0,5.0,0.278,0.36200000000000004,0.475,0.8370000000000001,0.381,126.9,2.4,2013,DH,1976-02-08
387,정상호,2.4,112,401,366,40,95,19,0,11,147,50,0,2,22,8.0,1.0,96.0,10.0,3.0,2.0,0.26,0.314,0.402,0.716,0.32899999999999996,95.9,2.4,2011,C,1982-12-24
388,장민석,2.4,119,493,435,60,123,16,10,1,162,47,41,14,41,1.0,0.0,74.0,6.0,12.0,4.0,0.28300000000000003,0.34299999999999997,0.37200000000000005,0.715,0.325,88.7,2.4,2010,CF,1982-05-09
390,김주찬,2.4,86,371,321,58,100,12,3,6,136,40,25,10,27,7.0,0.0,38.0,4.0,12.0,4.0,0.312,0.373,0.424,0.797,0.361,117.3,2.4,2011,LF,1981-03-25
391,노진혁,2.39,110,390,348,51,92,23,2,13,158,43,0,1,31,2.0,2.0,80.0,7.0,6.0,3.0,0.264,0.326,0.45399999999999996,0.78,0.345,107.2,2.39,2019,SS,1989-07-15
392,최진행,2.38,109,410,333,55,97,17,0,18,168,64,0,3,65,4.0,6.0,101.0,9.0,5.0,3.0,0.29100000000000004,0.41,0.505,0.914,0.397,128.2,2.38,2015,LF,1985-08-17
394,고종욱,2.36,133,566,527,92,176,22,9,8,240,72,28,14,28,5.0,1.0,103.0,10.0,1.0,5.0,0.33399999999999996,0.37,0.455,0.825,0.373,105.4,2.36,2016,LF,1989-01-11
395,이택근,2.36,91,388,337,66,102,17,1,14,163,50,14,6,38,4.0,3.0,55.0,10.0,6.0,3.0,0.303,0.377,0.484,0.861,0.38,125.7,2.36,2010,1B,1980-07-10
396,나지완,2.35,114,379,317,50,86,18,0,26,182,78,0,0,38,19.0,2.0,81.0,14.0,0.0,5.0,0.271,0.377,0.574,0.951,0.397,134.3,2.35,2018,DH,1985-05-19
397,박용택,2.35,115,450,414,57,125,21,1,15,193,64,13,3,26,5.0,4.0,71.0,8.0,1.0,4.0,0.302,0.34700000000000003,0.466,0.8140000000000001,0.37,123.6,2.35,2011,DH,1979-04-21
398,김주찬,2.35,122,478,440,78,136,39,2,12,215,70,9,2,31,4.0,0.0,59.0,17.0,2.0,1.0,0.309,0.359,0.489,0.848,0.37200000000000005,116.0,2.35,2017,1B,1981-03-25
399,이대형,2.34,126,505,461,75,149,15,9,1,185,40,22,15,35,2.0,2.0,57.0,5.0,5.0,2.0,0.32299999999999995,0.37200000000000005,0.401,0.773,0.353,95.5,2.34,2014,CF,1983-07-19
400,서건창,2.34,113,486,426,67,128,23,3,2,163,41,17,3,49,3.0,1.0,50.0,5.0,3.0,5.0,0.3,0.373,0.38299999999999995,0.755,0.35200000000000004,112.6,2.34,2019,2B,1989-08-22
401,이명기,2.33,115,512,464,79,154,24,4,9,213,63,8,7,28,3.0,0.0,57.0,2.0,14.0,3.0,0.332,0.37200000000000005,0.45899999999999996,0.831,0.361,108.7,2.33,2017,RF,1987-12-26
402,최준석,2.31,124,485,421,49,114,26,0,15,185,75,0,1,56,1.0,1.0,104.0,11.0,2.0,5.0,0.271,0.354,0.439,0.794,0.365,120.2,2.31,2011,1B,1983-02-15
403,김선빈,2.3,121,447,394,55,115,22,0,3,146,40,5,4,43,1.0,0.0,26.0,7.0,5.0,4.0,0.292,0.36,0.371,0.73,0.34,104.6,2.3,2019,SS,1989-12-18
404,윤석민,2.29,109,320,289,25,84,9,2,10,127,48,2,1,18,2.0,0.0,54.0,12.0,3.0,8.0,0.29100000000000004,0.32799999999999996,0.439,0.768,0.35,118.0,2.29,2012,3B,1985-09-04
405,정수빈,2.29,128,570,491,79,145,27,7,2,192,59,15,9,43,11.0,1.0,70.0,9.0,19.0,6.0,0.295,0.361,0.391,0.752,0.33399999999999996,91.2,2.29,2015,CF,1990-10-07
406,채태인,2.29,124,541,492,69,156,38,1,14,238,99,1,0,41,2.0,1.0,91.0,8.0,0.0,6.0,0.317,0.368,0.484,0.852,0.37799999999999995,109.7,2.29,2014,1B,1982-10-11
407,김성현,2.29,138,530,479,66,153,28,0,8,205,65,3,3,33,6.0,0.0,37.0,13.0,5.0,7.0,0.319,0.366,0.428,0.794,0.36,100.8,2.29,2016,2B,1987-03-09
408,김선빈,2.28,88,363,310,51,93,12,0,1,108,29,28,14,39,2.0,0.0,26.0,10.0,8.0,4.0,0.3,0.37799999999999995,0.348,0.726,0.344,101.1,2.28,2013,SS,1989-12-18
410,김선빈,2.27,115,406,348,40,102,14,2,1,123,28,23,7,34,6.0,0.0,44.0,5.0,14.0,4.0,0.293,0.36200000000000004,0.353,0.716,0.32799999999999996,90.5,2.27,2010,SS,1989-12-18
412,진갑용,2.26,100,320,259,36,68,8,0,10,106,28,0,0,45,2.0,2.0,57.0,7.0,13.0,1.0,0.263,0.375,0.409,0.784,0.348,103.8,2.26,2010,C,1974-05-08
413,김민성,2.26,133,530,472,59,133,26,1,15,206,78,0,1,43,7.0,2.0,93.0,15.0,0.0,8.0,0.282,0.345,0.436,0.782,0.345,98.6,2.26,2017,3B,1988-12-17
414,고종욱,2.26,137,513,492,76,159,25,7,3,207,56,31,10,18,1.0,1.0,89.0,5.0,0.0,2.0,0.32299999999999995,0.34700000000000003,0.42100000000000004,0.768,0.353,115.5,2.26,2019,LF,1989-01-11
415,전준우,2.24,113,470,415,69,121,23,2,14,190,66,7,4,34,9.0,0.0,71.0,10.0,9.0,3.0,0.292,0.35600000000000004,0.45799999999999996,0.8140000000000001,0.35700000000000004,97.8,2.24,2014,CF,1986-02-25
416,조인성,2.24,104,307,284,32,77,13,0,9,117,40,0,1,16,2.0,1.0,60.0,5.0,3.0,2.0,0.271,0.313,0.41200000000000003,0.725,0.33299999999999996,106.4,2.24,2012,C,1975-05-25
417,이범호,2.23,101,380,332,41,93,7,0,20,160,69,1,0,42,4.0,4.0,59.0,12.0,0.0,2.0,0.28,0.366,0.48200000000000004,0.848,0.365,112.5,2.23,2018,3B,1981-11-25
418,박해민,2.22,144,638,570,96,162,25,8,7,224,54,40,12,50,1.0,0.0,78.0,6.0,8.0,9.0,0.284,0.33799999999999997,0.39299999999999996,0.731,0.325,85.6,2.22,2017,CF,1990-02-24
419,유한준,2.22,121,511,447,64,129,23,2,3,165,54,4,3,52,4.0,3.0,63.0,11.0,4.0,4.0,0.289,0.365,0.369,0.7340000000000001,0.345,106.8,2.22,2011,RF,1981-07-01
420,박경수,2.21,136,489,420,43,104,24,0,10,158,65,0,1,55,4.0,1.0,102.0,14.0,4.0,6.0,0.248,0.336,0.376,0.7120000000000001,0.32899999999999996,98.4,2.21,2019,2B,1984-03-31
421,박진만,2.21,100,340,282,42,79,18,0,6,115,39,6,5,34,5.0,2.0,44.0,6.0,15.0,4.0,0.28,0.363,0.408,0.7709999999999999,0.344,105.7,2.21,2011,SS,1976-11-30
422,김강민,2.19,115,422,366,59,109,21,0,10,160,47,12,5,32,12.0,2.0,89.0,5.0,10.0,2.0,0.298,0.371,0.43700000000000006,0.809,0.36,100.7,2.19,2016,CF,1982-09-13
424,박해민,2.19,141,641,564,109,169,26,12,4,231,61,52,15,49,3.0,2.0,87.0,6.0,22.0,3.0,0.3,0.35700000000000004,0.41,0.767,0.33899999999999997,86.5,2.19,2016,CF,1990-02-24
425,이대형,2.18,140,616,546,86,165,23,3,0,194,37,44,14,53,6.0,0.0,92.0,5.0,10.0,1.0,0.302,0.37,0.355,0.725,0.337,88.9,2.18,2015,CF,1983-07-19
426,양의지,2.18,114,367,311,37,77,19,0,7,117,57,6,1,36,8.0,1.0,50.0,11.0,9.0,3.0,0.248,0.33799999999999997,0.376,0.7140000000000001,0.32899999999999996,90.9,2.18,2013,C,1987-06-05
427,김재호,2.17,91,331,283,34,83,18,1,7,124,50,7,1,36,3.0,1.0,52.0,6.0,2.0,7.0,0.293,0.371,0.43799999999999994,0.809,0.358,111.2,2.17,2017,SS,1985-03-21
428,김주형,2.17,135,387,345,43,97,16,1,19,172,49,1,2,34,6.0,0.0,55.0,9.0,1.0,1.0,0.281,0.355,0.499,0.8540000000000001,0.376,110.4,2.17,2016,SS,1985-12-15
429,차일목,2.16,91,250,198,30,51,11,0,7,83,35,1,1,39,6.0,1.0,53.0,8.0,4.0,3.0,0.258,0.39,0.419,0.809,0.369,117.9,2.16,2010,C,1981-01-26
430,김성현,2.15,129,449,397,49,118,20,0,8,162,48,1,4,31,7.0,0.0,42.0,14.0,12.0,2.0,0.297,0.35700000000000004,0.408,0.765,0.341,97.3,2.15,2015,SS,1987-03-09
431,임병욱,2.14,134,447,423,76,124,29,3,13,198,60,16,3,22,0.0,1.0,119.0,6.0,0.0,2.0,0.293,0.327,0.46799999999999997,0.795,0.342,96.3,2.14,2018,CF,1995-09-30
432,이성열,2.14,81,318,280,41,86,16,1,21,167,65,3,0,19,9.0,0.0,80.0,0.0,4.0,5.0,0.307,0.364,0.596,0.961,0.39899999999999997,131.4,2.14,2017,LF,1984-07-13
433,오지환,2.14,107,390,334,47,91,13,4,8,136,39,10,5,45,5.0,2.0,105.0,8.0,1.0,5.0,0.272,0.363,0.40700000000000003,0.77,0.34600000000000003,101.2,2.14,2017,SS,1990-03-12
434,홍성흔,2.13,132,535,474,70,145,24,2,6,191,67,2,5,53,3.0,0.0,80.0,22.0,0.0,5.0,0.306,0.376,0.40299999999999997,0.779,0.368,121.6,2.13,2011,DH,1977-02-28
436,정현석,2.12,121,403,356,47,102,15,1,4,131,27,4,5,37,7.0,1.0,64.0,14.0,3.0,0.0,0.287,0.365,0.368,0.733,0.349,104.4,2.12,2013,CF,1984-03-01
437,한동민,2.11,125,502,427,52,113,20,0,12,169,52,0,1,55,20.0,4.0,100.0,6.0,0.0,0.0,0.265,0.375,0.396,0.77,0.361,116.9,2.11,2019,RF,1989-08-09
438,초이스,2.1,46,201,176,37,54,8,1,17,115,42,0,0,17,7.0,0.0,49.0,5.0,0.0,1.0,0.307,0.38799999999999996,0.653,1.042,0.436,163.8,2.1,2017,RF,1989-11-10
439,김선빈,2.1,127,492,424,73,125,17,2,4,158,49,4,1,48,9.0,1.0,42.0,10.0,6.0,5.0,0.295,0.375,0.373,0.747,0.33899999999999997,94.5,2.1,2018,SS,1989-12-18
440,강백호,2.1,138,585,527,108,153,32,2,29,276,84,3,5,52,3.0,0.0,124.0,4.0,0.0,3.0,0.29,0.35600000000000004,0.524,0.879,0.375,115.3,2.1,2018,LF,1999-07-29
441,김상현,2.08,101,405,357,38,91,15,0,14,148,64,8,0,37,9.0,1.0,83.0,12.0,0.0,2.0,0.255,0.33799999999999997,0.415,0.753,0.35,110.2,2.08,2011,LF,1980-11-12
442,오재원,2.08,120,474,411,60,115,20,2,11,172,59,31,8,47,4.0,1.0,94.0,9.0,7.0,4.0,0.28,0.35600000000000004,0.418,0.775,0.345,102.6,2.08,2015,2B,1985-02-09
443,윤석민,2.08,142,586,538,90,168,30,1,20,260,105,0,1,33,8.0,0.0,85.0,24.0,0.0,7.0,0.312,0.35700000000000004,0.483,0.84,0.368,113.1,2.08,2017,DH,1985-09-04
444,송광민,2.07,103,421,389,52,123,22,2,11,182,58,3,2,26,0.0,2.0,73.0,15.0,4.0,2.0,0.316,0.35700000000000004,0.46799999999999997,0.825,0.363,97.8,2.07,2014,3B,1983-06-24
445,정은원,2.06,142,624,564,83,148,27,6,8,211,57,14,7,48,0.0,0.0,101.0,6.0,6.0,6.0,0.262,0.317,0.374,0.691,0.317,91.8,2.06,2019,2B,2000-01-17
446,이원석,2.06,107,372,325,36,87,13,2,8,128,42,1,1,30,5.0,4.0,35.0,16.0,10.0,2.0,0.268,0.337,0.39399999999999996,0.731,0.331,105.1,2.06,2012,3B,1986-10-21
447,정수빈,2.05,123,513,441,75,117,19,5,0,146,42,26,8,57,6.0,0.0,60.0,6.0,4.0,5.0,0.265,0.354,0.331,0.685,0.325,94.8,2.05,2019,CF,1990-10-07
448,김민성,2.04,116,486,438,60,128,29,2,12,197,77,3,1,30,10.0,1.0,80.0,10.0,5.0,3.0,0.292,0.349,0.45,0.799,0.354,94.3,2.04,2014,3B,1988-12-17
449,모창민,2.04,101,386,341,49,104,21,2,10,159,55,3,2,31,3.0,1.0,62.0,8.0,0.0,11.0,0.305,0.358,0.466,0.8240000000000001,0.371,124.4,2.04,2019,1B,1985-05-08
450,나주환,2.03,122,452,419,69,122,24,1,19,205,65,0,3,19,5.0,3.0,85.0,15.0,8.0,1.0,0.29100000000000004,0.32899999999999996,0.489,0.818,0.34700000000000003,98.4,2.03,2017,SS,1984-06-14
452,정형식,2.02,120,334,278,49,76,20,5,3,115,43,7,9,31,12.0,0.0,58.0,4.0,12.0,1.0,0.273,0.37,0.414,0.7829999999999999,0.35600000000000004,109.7,2.02,2013,CF,1991-01-28
453,차일목,2.01,111,373,304,31,73,8,0,7,102,37,3,3,49,5.0,0.0,52.0,12.0,13.0,2.0,0.24,0.353,0.336,0.688,0.322,91.1,2.01,2011,C,1981-01-26
454,채은성,2.01,128,451,403,64,126,20,3,9,179,81,7,3,31,7.0,0.0,75.0,9.0,2.0,8.0,0.313,0.365,0.444,0.809,0.365,105.6,2.01,2016,RF,1990-02-06
455,정의윤,2.0,144,616,576,68,179,32,1,27,294,100,2,3,25,10.0,3.0,76.0,15.0,0.0,5.0,0.311,0.34700000000000003,0.51,0.858,0.375,109.8,2.0,2016,RF,1986-07-25
456,김재호,2.0,91,286,248,42,78,10,3,1,97,32,9,6,26,0.0,0.0,24.0,7.0,10.0,2.0,0.315,0.377,0.391,0.768,0.35200000000000004,106.8,2.0,2013,SS,1985-03-21
457,이진영,2.0,119,468,412,53,134,19,2,6,175,65,4,3,45,0.0,5.0,48.0,10.0,2.0,9.0,0.325,0.384,0.425,0.809,0.364,108.5,2.0,2014,RF,1980-06-15
458,이대수,1.99,122,448,390,54,100,23,2,4,139,42,11,4,38,6.0,0.0,88.0,10.0,11.0,3.0,0.256,0.33,0.35600000000000004,0.6859999999999999,0.318,83.9,1.99,2013,SS,1981-08-21
459,김헌곤,1.99,141,586,513,77,154,26,2,11,217,71,22,9,54,10.0,1.0,70.0,13.0,5.0,4.0,0.3,0.375,0.423,0.7979999999999999,0.355,103.9,1.99,2018,LF,1988-11-09
460,채태인,1.99,104,373,333,35,116,19,0,8,159,49,0,2,33,3.0,3.0,92.0,10.0,0.0,4.0,0.348,0.408,0.47700000000000004,0.885,0.397,131.9,1.99,2015,1B,1982-10-11
461,이원석,1.98,111,455,395,44,97,20,0,19,174,76,2,1,43,8.0,0.0,73.0,10.0,2.0,7.0,0.24600000000000002,0.327,0.441,0.767,0.34600000000000003,104.8,1.98,2019,3B,1986-10-21
462,강민호,1.97,129,477,427,46,115,14,0,22,195,71,0,0,29,14.0,5.0,96.0,11.0,0.0,7.0,0.26899999999999996,0.331,0.457,0.7879999999999999,0.337,90.2,1.97,2018,C,1985-08-18
464,모창민,1.96,136,527,474,64,148,25,3,17,230,90,9,6,39,2.0,2.0,81.0,6.0,3.0,9.0,0.312,0.361,0.485,0.846,0.36700000000000005,113.7,1.96,2017,DH,1985-05-08
465,구자욱,1.95,122,526,475,66,127,27,6,15,211,71,11,3,38,7.0,2.0,88.0,5.0,0.0,6.0,0.267,0.327,0.444,0.7709999999999999,0.348,107.6,1.95,2019,RF,1993-02-12
466,정현,1.95,124,399,350,45,105,20,3,6,149,42,4,2,18,22.0,0.0,70.0,14.0,6.0,3.0,0.3,0.369,0.426,0.795,0.355,102.4,1.95,2017,SS,1994-06-01
468,이택근,1.93,127,460,398,64,123,19,1,8,168,65,7,4,53,3.0,1.0,56.0,11.0,0.0,6.0,0.309,0.389,0.42200000000000004,0.8109999999999999,0.374,107.6,1.93,2016,RF,1980-07-10
469,박경수,1.93,80,286,231,33,60,21,0,3,90,21,10,2,30,16.0,0.0,52.0,3.0,8.0,1.0,0.26,0.381,0.39,0.7709999999999999,0.354,108.4,1.93,2010,2B,1984-03-31
470,채태인,1.93,109,384,342,46,110,23,1,12,171,62,0,1,34,5.0,2.0,94.0,9.0,0.0,3.0,0.322,0.38799999999999996,0.5,0.888,0.39,128.5,1.93,2017,1B,1982-10-11
471,박한이,1.93,94,429,367,62,110,17,4,11,168,52,6,6,53,1.0,0.0,63.0,11.0,7.0,1.0,0.3,0.389,0.45799999999999996,0.846,0.377,118.2,1.93,2015,RF,1979-01-28
472,이재원,1.93,130,472,411,49,119,15,0,15,179,64,1,5,43,9.0,3.0,76.0,15.0,2.0,7.0,0.29,0.364,0.436,0.799,0.359,99.4,1.93,2016,C,1988-02-24
473,심우준,1.92,138,433,391,54,109,13,1,3,133,28,24,3,23,6.0,0.0,68.0,7.0,12.0,1.0,0.27899999999999997,0.32799999999999996,0.34,0.6679999999999999,0.307,81.9,1.92,2019,SS,1995-04-28
474,유한준,1.92,131,543,481,52,140,27,0,9,194,79,2,2,49,1.0,0.0,81.0,17.0,8.0,4.0,0.29100000000000004,0.355,0.40299999999999997,0.759,0.34600000000000003,102.6,1.92,2010,RF,1981-07-01
475,이종욱,1.92,125,504,440,63,118,25,2,5,162,52,17,4,54,3.0,5.0,78.0,5.0,4.0,3.0,0.268,0.35,0.368,0.718,0.327,86.5,1.92,2015,CF,1980-06-18
476,허경민,1.91,144,609,538,96,154,24,4,7,207,81,6,6,49,14.0,1.0,58.0,14.0,6.0,2.0,0.28600000000000003,0.36,0.385,0.745,0.344,90.5,1.91,2016,3B,1990-08-26
477,최희섭,1.91,78,305,252,29,65,17,1,11,117,42,1,1,44,7.0,2.0,72.0,5.0,0.0,2.0,0.258,0.38,0.46399999999999997,0.845,0.38799999999999996,131.7,1.91,2013,1B,1979-03-16
478,이병규,1.91,103,257,198,31,54,11,1,10,97,39,0,0,50,7.0,1.0,58.0,5.0,0.0,2.0,0.273,0.43200000000000005,0.49,0.922,0.406,137.0,1.91,2018,DH,1983-10-09
479,이대형,1.91,130,568,494,73,129,14,2,1,150,43,66,21,58,2.0,0.0,76.0,3.0,13.0,1.0,0.261,0.341,0.304,0.644,0.305,75.0,1.91,2010,CF,1983-07-19
480,손시헌,1.9,97,361,307,39,90,20,1,5,127,39,2,1,34,7.0,0.0,53.0,10.0,5.0,8.0,0.293,0.368,0.414,0.782,0.35200000000000004,96.1,1.9,2014,SS,1980-10-19
481,김태균,1.9,127,500,433,47,132,21,0,6,171,62,3,0,54,5.0,5.0,94.0,15.0,0.0,8.0,0.305,0.382,0.395,0.777,0.36,121.8,1.9,2019,DH,1982-05-29
482,김혜성,1.9,122,387,348,57,96,17,6,0,125,32,20,3,29,2.0,1.0,85.0,4.0,4.0,4.0,0.276,0.332,0.359,0.691,0.319,88.1,1.9,2019,2B,1999-01-27
483,이명기,1.9,83,314,285,54,105,13,2,4,134,28,8,6,21,1.0,0.0,47.0,7.0,7.0,0.0,0.368,0.414,0.47,0.884,0.396,127.9,1.9,2014,LF,1987-12-26
484,김강민,1.9,80,310,281,37,79,14,1,8,119,33,9,4,20,2.0,1.0,56.0,3.0,5.0,2.0,0.281,0.331,0.423,0.755,0.34299999999999997,105.0,1.9,2011,CF,1982-09-13
485,이병규,1.89,118,455,420,52,126,25,1,5,168,41,5,7,22,2.0,1.0,58.0,18.0,5.0,6.0,0.3,0.33299999999999996,0.4,0.733,0.33899999999999997,110.1,1.89,2012,RF,1974-10-25
486,장성우,1.89,133,491,433,55,123,20,1,13,184,77,1,2,46,0.0,1.0,85.0,12.0,3.0,9.0,0.284,0.34600000000000003,0.425,0.7709999999999999,0.34299999999999997,94.9,1.89,2015,C,1990-01-17
487,임훈,1.89,90,330,277,47,87,13,1,2,108,27,9,2,37,8.0,0.0,61.0,4.0,6.0,2.0,0.314,0.40700000000000003,0.39,0.797,0.37,112.1,1.89,2014,RF,1985-07-17
488,최희섭,1.89,70,282,242,36,68,14,1,9,111,37,1,1,39,0.0,2.0,61.0,7.0,0.0,1.0,0.281,0.379,0.45899999999999996,0.838,0.386,134.6,1.89,2011,1B,1979-03-16
489,김강민,1.88,123,474,427,49,116,20,0,5,151,31,11,10,29,4.0,0.0,72.0,7.0,11.0,3.0,0.272,0.322,0.354,0.675,0.314,92.6,1.88,2012,CF,1982-09-13
490,이성열,1.87,131,528,485,76,143,21,1,34,268,102,9,7,35,5.0,3.0,143.0,9.0,1.0,2.0,0.295,0.34700000000000003,0.5529999999999999,0.9,0.377,114.2,1.87,2018,DH,1984-07-13
491,이호준,1.87,131,518,449,48,132,25,0,24,229,110,0,2,61,3.0,7.0,102.0,16.0,3.0,2.0,0.294,0.381,0.51,0.8909999999999999,0.386,125.7,1.87,2015,DH,1976-02-08
492,신본기,1.87,139,479,425,55,125,28,1,11,188,71,1,5,33,11.0,2.0,95.0,12.0,5.0,5.0,0.294,0.35700000000000004,0.442,0.799,0.34700000000000003,98.4,1.87,2018,SS,1989-03-21
493,김상현,1.85,134,539,475,71,133,20,0,27,234,88,4,5,50,8.0,4.0,115.0,21.0,0.0,6.0,0.28,0.354,0.493,0.847,0.369,113.2,1.85,2015,1B,1980-11-12
494,정상호,1.85,82,236,201,26,58,11,0,6,87,26,1,0,20,4.0,0.0,47.0,7.0,8.0,3.0,0.289,0.36,0.433,0.7929999999999999,0.35600000000000004,109.5,1.85,2013,C,1982-12-24
495,한상훈,1.85,101,322,260,45,68,13,4,0,89,25,5,4,47,6.0,0.0,40.0,7.0,6.0,3.0,0.262,0.38299999999999995,0.342,0.725,0.34700000000000003,103.5,1.85,2013,2B,1980-06-03
496,오재일,1.84,66,213,180,33,52,11,1,14,107,36,0,0,28,2.0,2.0,49.0,5.0,1.0,2.0,0.289,0.387,0.594,0.981,0.414,158.4,1.84,2015,1B,1986-10-29
497,한동민,1.84,99,327,285,36,75,15,2,14,136,52,2,3,20,16.0,0.0,82.0,6.0,3.0,3.0,0.263,0.34299999999999997,0.47700000000000004,0.82,0.371,119.6,1.84,2013,RF,1989-08-09
498,이용규,1.84,134,575,491,82,144,14,1,1,163,36,30,11,59,12.0,0.0,62.0,8.0,8.0,5.0,0.293,0.379,0.332,0.711,0.331,88.6,1.84,2018,CF,1985-08-26
499,김종호,1.84,133,486,424,90,125,16,7,4,167,36,41,10,44,4.0,0.0,65.0,11.0,10.0,3.0,0.295,0.364,0.39399999999999996,0.758,0.342,97.8,1.84,2015,LF,1984-05-31
